,area,building_floors,district,flat_floor,neighborhood,price,rooms_count,warming_type
439,109,9,Bakırköy,1,Ataköy 7-8-9-10. Kısım,1325000,4.0,Merkezi
440,125,4,Maltepe,1,Çınar,1175000,4.0,Kombi
441,240,10,Eyüpsultan,10,Karadolap,2600000,8.0,Merkezi (Pay Ölçer)
442,125,10,Eyüpsultan,5,Karadolap,1250000,4.0,Merkezi (Pay Ölçer)
443,110,14,Kadıköy,12,Suadiye,2600000,4.0,Merkezi (Pay Ölçer)
444,160,6,Beşiktaş,3,Etiler,2200000,4.0,Merkezi
445,110,6,Kağıthane,6,Çağlayan,565000,3.0,Kombi
446,125,10,Kadıköy,4,Bostancı,1680000,4.0,Kombi
447,115,7,Kadıköy,1,Sahrayı Cedit,1095000,4.0,Merkezi
448,90,5,Kağıthane,2,Yahya Kemal,410000,3.0,Kombi
449,150,15,Kadıköy,5,Erenköy,2575000,4.0,Merkezi (Pay Ölçer)
450,160,9,Kadıköy,5,Erenköy,1475000,4.0,Merkezi
451,100,10,Eyüpsultan,9,Karadolap,650000,3.0,Merkezi (Pay Ölçer)
452,140,14,Kadıköy,2,Caddebostan,3650000,4.0,Merkezi (Pay Ölçer)
453,105,5,Beylikdüzü,1,Cumhuriyet,269900,3.0,Kombi
454,130,3,Büyükçekmece,0,Fatih,800000,4.0,Kombi
455,200,12,Kadıköy,5,Erenköy,2250000,5.0,Merkezi
456,260,5,Üsküdar,4,Aziz Mahmut Hüdayi,3450000,6.0,Kombi
457,130,5,Bahçelievler,3,Siyavuşpaşa,740000,4.0,Kombi
459,250,7,Kadıköy,7,Suadiye,6000000,6.0,Merkezi
460,98,5,Bayrampaşa,2,Ortamahalle,750000,4.0,Kombi
461,125,4,Bahçelievler,1,Bahçelievler,1625000,4.0,Kombi
462,120,5,Ataşehir,3,Aşıkveysel,480000,4.0,Kombi
463,145,7,Kadıköy,1,Suadiye,1620000,4.0,Merkezi
464,135,6,Maltepe,3,Bağlarbaşı,1150000,4.0,Merkezi (Pay Ölçer)
466,75,4,Fatih,0,Seyyid Ömer,250000,2.0,Kombi
467,145,9,Esenyurt,1,Barbaros Hayrettin Paşa,1150000,4.0,Kombi
468,125,5,Silivri,0,Yeni,475000,4.0,Merkezi
469,120,4,Maltepe,2,İdealtepe,875000,4.0,Merkezi (Pay Ölçer)
471,130,5,Büyükçekmece,0,Atatürk,680000,3.0,Kombi
472,100,4,Silivri,3,Cumhuriyet,395000,3.0,Kombi
473,105,8,Kadıköy,5,Göztepe,1545000,3.0,Kombi
474,68,5,Çekmeköy,4,Nişantepe,600000,2.0,Merkezi (Pay Ölçer)
475,130,7,Kadıköy,1,Kozyatağı,1350000,4.0,Kombi
476,85,5,Kağıthane,2,Telsizler,300000,3.0,Kombi
477,95,5,Bahçelievler,2,Soğanlı,425000,3.0,Kombi
478,100,9,Kadıköy,1,Göztepe,1675000,3.0,Kombi
479,100,5,Ümraniye,4,Mehmet Akif,540000,4.0,Kombi
480,145,10,Kadıköy,3,Göztepe,2700000,4.0,Kombi
481,160,9,Kadıköy,5,Erenköy,1475000,4.0,Merkezi
482,135,9,Kadıköy,3,Erenköy,2200000,4.0,Kombi
483,240,3,Sarıyer,3,İstinye,5100000,5.0,Kombi
484,150,4,Eyüpsultan,4,Alibeyköy,650000,4.0,Kombi
485,105,9,Bahçelievler,5,Bahçelievler,900000,4.0,Merkezi
486,206,4,Büyükçekmece,3,Mimar Sinan Merkez,1600000,4.0,Kombi
487,95,3,Bahçelievler,3,Bahçelievler,1250000,3.0,Kombi
488,193,13,Beylikdüzü,1,Marmara,1675000,5.0,Merkezi (Pay Ölçer)
489,260,9,Sarıyer,9,Ayazağa,1750000,7.0,Kombi
490,90,10,Eyüpsultan,5,Karadolap,750000,3.0,Merkezi (Pay Ölçer)
491,100,4,Kartal,2,Soğanlık Yeni,500000,3.0,Kombi
493,220,6,Sarıyer,0,Tarabya,1700000,5.0,Kombi
495,150,9,Kadıköy,9,Erenköy,1625000,4.0,Kombi
496,140,4,Maltepe,3,Altıntepe,985000,4.0,Kombi
497,120,6,Kadıköy,1,Sahrayı Cedit,1095000,4.0,Merkezi
498,90,10,Eyüpsultan,7,Yeşilpınar,590000,3.0,Kombi
499,100,12,Kadıköy,3,Bostancı,1425000,3.0,Kombi
500,90,5,Gaziosmanpaşa,2,Kazım Karabekir,650000,3.0,Kombi
501,290,5,Sarıyer,5,Darüşşafaka,3100000,4.0,Merkezi
502,300,12,Kağıthane,12,Merkez,1795000,7.0,Kombi
503,160,5,Kağıthane,5,Hürriyet,645000,5.0,Kombi
504,145,5,Beşiktaş,5,Yıldız,1990000,4.0,Kombi
505,80,4,Maltepe,0,Küçükyalı,775000,3.0,Kombi
506,150,5,Sarıyer,4,İstinye,1250000,4.0,Kombi
507,160,5,Esenler,3,Mimar Sinan,650000,4.0,Kombi
508,135,8,Kadıköy,1,Bostancı,980000,4.0,Kombi
509,90,5,Gaziosmanpaşa,3,Şemsipaşa,330000,3.0,Kombi
510,70,4,Maltepe,0,Altıntepe,295000,2.0,Kombi
511,90,4,Fatih,1,Şehremini,390000,3.0,Kombi
512,130,5,Avcılar,3,Denizköşkler,740000,3.0,Kombi
513,165,15,Beşiktaş,2,Gayrettepe,1850000,4.0,Merkezi
514,220,5,Zeytinburnu,4,Yeşiltepe,900000,5.0,Kombi
515,100,10,Eyüpsultan,1,Çırçır,930000,3.0,Merkezi (Pay Ölçer)
516,80,4,Zeytinburnu,3,Veliefendi,335000,3.0,Kombi
517,170,5,Şile,5,Çavuş,1600000,5.0,Kombi
518,110,4,Maltepe,3,Küçükyalı,720000,3.0,Kombi
519,100,5,Esenyurt,0,Balıkyolu,179500,3.0,Kombi
520,85,9,Kartal,6,Uğur Mumcu,350000,3.0,Merkezi
521,200,4,Sancaktepe,0,Yunus Emre,425000,5.0,Kombi
522,100,12,Bağcılar,10,Yavuz Selim,660000,3.0,Merkezi (Pay Ölçer)
523,437,15,Zeytinburnu,8,Kazlıçeşme,18000000,5.0,Kombi
524,120,9,Üsküdar,9,Cumhuriyet,645000,4.0,Merkezi (Pay Ölçer)
525,159,33,Beykoz,10,Acarlar,7500000,4.0,Kombi
526,145,7,Silivri,1,Yeni,630000,4.0,Kombi
527,105,5,Esenyurt,0,Yenikent,168500,3.0,Kombi
528,135,9,Kartal,7,Uğur Mumcu,410000,4.0,Kombi
529,186,12,Beylikdüzü,4,Adnan Kahveci,1050000,4.0,Kombi
530,75,4,Fatih,0,Derviş Ali,340000,3.0,Kombi
531,100,3,Avcılar,0,Cihangir,295000,3.0,Kombi
532,236,9,Beylikdüzü,2,Adnan Kahveci,1250000,5.0,Kombi
533,385,5,Zeytinburnu,4,Gökalp,1550000,6.0,Kombi
534,120,4,Beşiktaş,0,Kültür,2625000,3.0,Merkezi
535,70,5,Güngören,0,Haznedar,175000,2.0,Kombi
536,120,5,Bayrampaşa,1,Altıntepsi,680000,4.0,Kombi
537,105,9,Kadıköy,8,Feneryolu,2050000,4.0,Kombi
538,80,6,Kağıthane,-1,Nurtepe,275000,3.0,Kombi
539,220,4,Maltepe,4,Altıntepe,2800000,6.0,Kombi
540,120,4,Üsküdar,3,Valide-i Atik,550000,4.0,Kombi
541,60,4,Maltepe,2,Küçükyalı,495000,2.0,Kombi
542,155,8,Beylikdüzü,0,Cumhuriyet,555000,4.0,Kombi
543,138,9,Pendik,3,Yenişehir,750000,4.0,Kombi
544,130,8,Üsküdar,2,Bulgurlu,850000,4.0,Kombi
545,145,5,Beşiktaş,0,Etiler,4300000,4.0,Merkezi (Pay Ölçer)
546,75,5,Beşiktaş,1,Konaklar,440000,2.0,Kombi
547,100,5,Bahçelievler,1,Siyavuşpaşa,385000,3.0,Kombi
548,125,4,Kağıthane,2,Çeliktepe,485000,4.0,Kombi
549,125,4,Üsküdar,4,Çengelköy,785000,4.0,Merkezi
550,85,7,Pendik,-1,Kurtköy,295000,3.0,Kombi
551,120,5,Kağıthane,1,Harmantepe,615000,4.0,Kombi
552,135,5,Kadıköy,4,Erenköy,1395000,4.0,Kombi
553,160,7,Kadıköy,6,Sahrayı Cedit,1645000,4.0,Kombi
555,90,5,Eyüpsultan,1,Yeşilpınar,775000,3.0,Kombi
556,85,6,Bakırköy,1,Kartaltepe,985000,3.0,Kombi
557,102,8,Beyoğlu,4,Bostan,3000000,2.0,Merkezi
558,220,4,Kadıköy,1,Suadiye,5450000,5.0,Kombi
559,130,5,Sarıyer,5,İstinye,3850000,4.0,Merkezi
560,110,5,Sultangazi,0,İsmetpaşa,239000,3.0,Kombi
562,85,3,Kağıthane,-1,Yahya Kemal,410000,3.0,Kombi
564,180,13,Beşiktaş,11,Gayrettepe,2200000,4.0,Merkezi
565,100,4,Kağıthane,0,Ortabayır,350000,3.0,Kombi
566,75,4,Fatih,3,Seyyid Ömer,250000,2.0,Kombi
567,125,3,Adalar,0,Nizam,2000000,4.0,Kombi
568,160,4,Büyükçekmece,4,Fatih,689000,5.0,Kombi
569,60,4,Maltepe,0,Altıntepe,415000,2.0,Kombi
570,220,10,Kadıköy,8,Bostancı,1845000,5.0,Kombi
571,145,8,Kadıköy,8,Suadiye,2450000,4.0,Merkezi (Pay Ölçer)
572,110,7,Ümraniye,1,Tatlısu,435000,4.0,Kombi
573,90,5,Eyüpsultan,1,Çırçır,482500,3.0,Kombi
574,70,5,Kağıthane,3,Gültepe,444000,3.0,Kombi
575,135,7,Beylikdüzü,4,Adnan Kahveci,589000,2.0,Merkezi (Pay Ölçer)
576,90,3,Sarıyer,3,Cumhuriyet,220000,3.0,Kombi
577,150,5,Eyüpsultan,-1,Güzeltepe,417000,3.0,Kombi
578,110,4,Beykoz,2,Çubuklu,495000,3.0,Kombi
579,200,8,Kadıköy,7,Feneryolu,4450000,5.0,Kombi
580,75,4,Üsküdar,2,Valide-i Atik,320000,3.0,Rare
581,100,6,Beylikdüzü,3,Cumhuriyet,280000,3.0,Kombi
582,260,3,Sarıyer,0,İstinye,13000000,5.0,Kombi
583,130,4,Maltepe,2,Altıntepe,945000,4.0,Kombi
584,125,6,Kadıköy,1,Sahrayı Cedit,1095000,4.0,Merkezi
585,75,4,Fatih,0,Seyyid Ömer,300000,2.0,Kombi
586,135,6,Bahçelievler,4,Siyavuşpaşa,785000,4.0,Kombi
587,130,12,Kadıköy,6,Bostancı,1395000,4.0,Merkezi (Pay Ölçer)
588,105,5,Beylikdüzü,1,Cumhuriyet,440000,3.0,Kombi
589,135,4,Maltepe,1,Altıntepe,875000,4.0,Kombi
590,90,5,Şişli,3,Feriköy,825000,3.0,Kombi
591,165,4,Bahçelievler,2,Bahçelievler,2050000,5.0,Kombi
592,135,4,Kadıköy,4,Kozyatağı,945000,4.0,Kombi
593,85,3,Fatih,2,Seyyid Ömer,350000,3.0,Kombi
594,150,4,Zeytinburnu,3,Nuripaşa,495000,4.0,Kombi
595,130,4,Esenyurt,0,Süleymaniye,289900,4.0,Kombi
596,175,12,Kadıköy,10,Göztepe,5000000,5.0,Merkezi (Pay Ölçer)
597,145,12,Kadıköy,10,Feneryolu,1575000,4.0,Merkezi (Pay Ölçer)
598,120,3,Kağıthane,-1,Sultan Selim,320000,3.0,Kombi
599,174,5,Büyükçekmece,2,Mimar Sinan Merkez,1260000,3.0,Kombi
600,75,5,Beyoğlu,1,Sururi Mehmet Efendi,470000,3.0,Kombi
601,85,4,Ataşehir,0,Kayışdağı,365000,3.0,Kombi
602,279,4,Sarıyer,4,Zekeriyaköy,2600000,7.0,Merkezi
603,90,4,Avcılar,0,Ambarlı,240000,3.0,Kombi
604,180,5,Esenler,5,Davutpaşa,610000,4.0,Kombi
605,95,4,Eyüpsultan,3,Yeşilpınar,800000,3.0,Kombi
606,160,7,Kadıköy,7,Göztepe,1995000,4.0,Merkezi
607,175,5,Sultangazi,5,İsmetpaşa,560000,4.0,Kombi
608,100,5,Şişli,0,Feriköy,700000,3.0,Kombi
609,100,5,Bahçelievler,1,Siyavuşpaşa,385000,3.0,Kombi
611,210,5,Sultangazi,5,Cebeci,765000,6.0,Kombi
612,95,3,Kağıthane,-1,Seyrantepe,385000,3.0,Kombi
613,100,5,Beşiktaş,-1,Cihannüma,595000,3.0,Merkezi
614,80,4,Üsküdar,1,Murat Reis,335000,3.0,Kombi
615,160,9,Kadıköy,8,Göztepe,1425000,4.0,Merkezi
616,85,17,Esenyurt,3,Üçevler,228500,2.0,Kombi
618,110,14,Beyoğlu,8,Halıcıoğlu,650000,3.0,Merkezi (Pay Ölçer)
619,90,5,Zeytinburnu,1,Veliefendi,575000,3.0,Kombi
620,130,6,Bahçelievler,5,Siyavuşpaşa,420000,4.0,Kombi
621,130,5,Şişli,1,Feriköy,800000,4.0,Kombi
622,130,8,Kadıköy,7,19 Mayıs,1050000,4.0,Merkezi
623,65,5,Sarıyer,0,İstinye,580000,2.0,Kombi
624,130,5,Şişli,3,Duatepe,990000,4.0,Merkezi
625,70,3,Beşiktaş,3,Sinanpaşa,560000,2.0,Kombi
626,140,5,Avcılar,3,Merkez,450,4.0,Kombi
627,115,5,Kağıthane,5,Şirintepe,830000,4.0,Kombi
628,120,3,Adalar,0,Burgazada,1950000,4.0,Rare
629,135,10,Eyüpsultan,0,Çırçır,780000,4.0,Kombi
630,90,5,Şişli,4,Mecidiyeköy,590000,3.0,Kombi
632,125,5,Eyüpsultan,1,Yeşilpınar,525000,3.0,Kombi
633,240,4,Bakırköy,3,Şenlikköy,3100000,5.0,Kombi
634,200,5,Avcılar,5,Mustafa Kemal Paşa,750000,6.0,Kombi
635,155,15,Kadıköy,12,Bostancı,4100000,4.0,Kombi
636,130,11,Kadıköy,4,Dumlupınar,1450000,4.0,Kombi
638,65,15,Kağıthane,12,Çeliktepe,650000,2.0,Merkezi (Pay Ölçer)
639,150,5,Sarıyer,4,Poligon,1400000,5.0,Kombi
640,110,5,Sultangazi,2,Cebeci,535000,3.0,Kombi
641,85,5,Bahçelievler,0,Siyavuşpaşa,325000,3.0,Kombi
642,95,10,Beylikdüzü,2,Cumhuriyet,425000,3.0,Kombi
643,90,5,Beşiktaş,0,Kültür,2200000,3.0,Merkezi (Pay Ölçer)
644,180,13,Kadıköy,11,Caddebostan,5000000,5.0,Merkezi (Pay Ölçer)
645,90,5,Esenler,4,Namık Kemal,450000,3.0,Kombi
647,110,3,Ataşehir,3,Esatpaşa,550000,4.0,Kombi
648,155,5,Esenyurt,4,Güzelyurt,589000,4.0,Kombi
649,160,4,Kağıthane,4,Yeşilce,700000,4.0,Kombi
650,90,5,Bahçelievler,3,Soğanlı,445000,3.0,Kombi
651,250,5,Gaziosmanpaşa,5,Yeni Mahalle,570000,7.0,Kombi
653,160,6,Kadıköy,1,Göztepe,2295000,4.0,Merkezi
654,105,5,Beylikdüzü,0,Yakuplu,500000,3.0,Kombi
657,150,4,Küçükçekmece,2,Yeni Mahalle,865000,4.0,Kombi
658,130,4,Ataşehir,3,Esatpaşa,625000,4.0,Kombi
659,145,6,Başakşehir,2,Bahçeşehir 2. Kısım,455000,4.0,Kombi
660,85,4,Üsküdar,3,Sultantepe,950000,3.0,Kombi
661,140,5,Sultangazi,2,İsmetpaşa,489000,4.0,Kombi
662,350,4,Bakırköy,4,Yeşilyurt,9500000,6.0,Kombi
663,85,4,Üsküdar,4,İcadiye,425000,3.0,Kombi
664,200,4,Bahçelievler,4,Bahçelievler,2400000,5.0,Kombi
665,200,4,Bahçelievler,4,Bahçelievler,2400000,5.0,Kombi
667,105,5,Sarıyer,0,Emirgan,1100000,3.0,Kombi
668,50,7,Beyoğlu,0,Firuzağa,590000,2.0,Kombi
669,90,5,Eyüpsultan,0,Göktürk Merkez,575000,3.0,Kombi
670,90,10,Eyüpsultan,10,Çırçır,520000,3.0,Kombi
671,95,5,Bahçelievler,0,Soğanlı,285000,3.0,Kombi
672,150,4,Küçükçekmece,-2,Cumhuriyet,750000,4.0,Kombi
673,120,7,Kadıköy,5,Bostancı,985000,4.0,Merkezi (Pay Ölçer)
674,85,3,Bahçelievler,3,Bahçelievler,1250000,3.0,Kombi
675,115,4,Büyükçekmece,0,Fatih,464000,3.0,Kombi
676,125,9,Kadıköy,1,Merdivenköy,720000,4.0,Merkezi
677,190,18,Şişli,14,Fulya,3400000,4.0,Merkezi
679,75,4,Fatih,0,Derviş Ali,365000,3.0,Kombi
680,50,5,Şişli,0,Eskişehir,210000,2.0,Rare
681,130,8,Kadıköy,8,19 Mayıs,840000,4.0,Merkezi
682,110,5,Küçükçekmece,5,Cennet,945000,4.0,Merkezi
683,110,4,Bahçelievler,1,Bahçelievler,1550000,3.0,Kombi
685,75,4,Fatih,0,Derviş Ali,365000,3.0,Kombi
686,50,5,Şişli,0,Eskişehir,210000,2.0,Rare
687,130,8,Kadıköy,8,19 Mayıs,840000,4.0,Merkezi
688,110,5,Küçükçekmece,5,Cennet,945000,4.0,Merkezi
689,110,4,Bahçelievler,1,Bahçelievler,1550000,3.0,Kombi
690,120,15,Beylikdüzü,6,Cumhuriyet,400000,3.0,Kombi
691,175,4,Beşiktaş,4,Ulus,4500000,4.0,Merkezi
692,95,11,Kadıköy,7,19 Mayıs,1415000,4.0,Kombi
703,135,10,Eyüpsultan,0,Çırçır,780000,4.0,Kombi
705,125,5,Eyüpsultan,1,Yeşilpınar,525000,3.0,Kombi
706,240,4,Bakırköy,3,Şenlikköy,3100000,5.0,Kombi
707,90,5,Şişli,4,Mecidiyeköy,590000,3.0,Kombi
708,155,15,Kadıköy,12,Bostancı,4100000,4.0,Kombi
709,130,11,Kadıköy,4,Dumlupınar,1450000,4.0,Kombi
711,65,15,Kağıthane,12,Çeliktepe,650000,2.0,Merkezi (Pay Ölçer)
712,150,5,Sarıyer,4,Poligon,1400000,5.0,Kombi
713,110,5,Sultangazi,2,Cebeci,535000,3.0,Kombi
714,85,5,Bahçelievler,0,Siyavuşpaşa,325000,3.0,Kombi
715,95,10,Beylikdüzü,2,Cumhuriyet,425000,3.0,Kombi
716,90,5,Beşiktaş,0,Kültür,2200000,3.0,Merkezi (Pay Ölçer)
717,180,13,Kadıköy,11,Caddebostan,5000000,5.0,Merkezi (Pay Ölçer)
718,90,5,Esenler,4,Namık Kemal,450000,3.0,Kombi
720,110,3,Ataşehir,3,Esatpaşa,550000,4.0,Kombi
721,155,5,Esenyurt,4,Güzelyurt,589000,4.0,Kombi
722,160,4,Kağıthane,4,Yeşilce,700000,4.0,Kombi
723,90,5,Bahçelievler,3,Soğanlı,445000,3.0,Kombi
724,70,5,Kağıthane,2,Merkez,420000,3.0,Kombi
725,250,5,Gaziosmanpaşa,5,Yeni Mahalle,570000,7.0,Kombi
727,160,6,Kadıköy,1,Göztepe,2295000,4.0,Merkezi
728,105,5,Beylikdüzü,0,Yakuplu,500000,3.0,Kombi
729,85,5,Çatalca,0,Ferhatpaşa,315000,3.0,Kombi
732,150,4,Küçükçekmece,2,Yeni Mahalle,865000,4.0,Kombi
733,130,4,Ataşehir,3,Esatpaşa,625000,4.0,Kombi
734,130,8,Üsküdar,2,Bulgurlu,850000,4.0,Kombi
735,145,6,Başakşehir,2,Bahçeşehir 2. Kısım,455000,4.0,Kombi
736,85,4,Üsküdar,3,Sultantepe,950000,3.0,Kombi
737,350,4,Bakırköy,4,Yeşilyurt,9500000,6.0,Kombi
738,85,4,Üsküdar,4,İcadiye,425000,3.0,Kombi
739,200,4,Bahçelievler,4,Bahçelievler,2400000,5.0,Kombi
741,105,5,Sarıyer,0,Emirgan,1100000,3.0,Kombi
742,50,7,Beyoğlu,0,Firuzağa,590000,2.0,Kombi
743,90,5,Eyüpsultan,0,Göktürk Merkez,575000,3.0,Kombi
744,90,10,Eyüpsultan,10,Çırçır,520000,3.0,Kombi
745,95,5,Bahçelievler,0,Soğanlı,285000,3.0,Kombi
746,70,5,Kağıthane,3,Gültepe,444000,3.0,Kombi
747,150,4,Küçükçekmece,-2,Cumhuriyet,750000,4.0,Kombi
748,120,7,Kadıköy,5,Bostancı,985000,4.0,Merkezi (Pay Ölçer)
749,85,3,Bahçelievler,3,Bahçelievler,1250000,3.0,Kombi
750,115,4,Büyükçekmece,0,Fatih,464000,3.0,Kombi
751,125,9,Kadıköy,1,Merdivenköy,720000,4.0,Merkezi
752,190,18,Şişli,14,Fulya,3400000,4.0,Merkezi
754,75,4,Fatih,0,Derviş Ali,365000,3.0,Kombi
755,50,5,Şişli,0,Eskişehir,210000,2.0,Rare
756,130,8,Kadıköy,8,19 Mayıs,840000,4.0,Merkezi
757,110,5,Küçükçekmece,5,Cennet,945000,4.0,Merkezi
758,110,4,Bahçelievler,1,Bahçelievler,1550000,3.0,Kombi
759,120,15,Beylikdüzü,6,Cumhuriyet,400000,3.0,Kombi
760,175,4,Beşiktaş,4,Ulus,4500000,4.0,Merkezi
761,95,11,Kadıköy,7,19 Mayıs,1415000,4.0,Kombi
762,140,5,Sultangazi,2,İsmetpaşa,489000,4.0,Kombi
763,90,4,Üsküdar,3,Salacak,3000000,3.0,Kombi
764,120,6,Bahçelievler,5,Siyavuşpaşa,595000,4.0,Kombi
765,135,10,Kadıköy,2,Caddebostan,2895000,4.0,Kombi
766,90,4,Maltepe,2,Altıntepe,760000,3.0,Merkezi
767,170,7,Kadıköy,3,Bostancı,1625000,5.0,Merkezi
768,85,5,Eyüpsultan,-1,Yeşilpınar,225000,3.0,Kombi
769,150,5,Beyoğlu,5,Kaptanpaşa,850000,4.0,Kombi
771,140,8,Kadıköy,6,19 Mayıs,1250000,4.0,Merkezi
772,130,8,Kadıköy,2,Erenköy,1850000,4.0,Kombi
773,193,3,Sarıyer,2,Yeniköy,3400000,5.0,Merkezi (Pay Ölçer)
774,128,4,Adalar,0,Maden,870000,4.0,Rare
775,120,7,Bahçelievler,7,Bahçelievler,990000,4.0,Merkezi
776,95,5,Beşiktaş,0,Vişnezade,1400000,3.0,Kombi
778,120,5,Bahçelievler,1,Kocasinan Merkez,920000,4.0,Kombi
780,280,4,Küçükçekmece,3,Cumhuriyet,1250000,6.0,Kombi
781,120,5,Beyoğlu,3,Cihangir,1550000,3.0,Kombi
782,80,3,Eyüpsultan,2,Yeşilpınar,495000,3.0,Kombi
783,120,30,Şişli,9,Mecidiyeköy,2100000,2.0,Merkezi
784,95,4,Kadıköy,4,Caferağa,750000,3.0,Kombi
785,85,5,Sultangazi,0,Habibler,179000,3.0,Kombi
787,105,5,Beylikdüzü,1,Cumhuriyet,355000,3.0,Kombi
788,100,6,Ümraniye,5,Necip Fazıl,630000,3.0,Kombi
789,105,5,Gaziosmanpaşa,3,Kazım Karabekir,470000,4.0,Kombi
790,105,13,Kadıköy,0,Feneryolu,790000,4.0,Kombi
791,90,4,Gaziosmanpaşa,1,Barbaros Hayrettinpaşa,460000,3.0,Kombi
792,90,3,Maltepe,0,Fındıklı,340000,3.0,Kombi
793,115,5,Bahçelievler,0,Siyavuşpaşa,365000,4.0,Kombi
794,120,4,Zeytinburnu,1,Yeşiltepe,495000,3.0,Kombi
795,140,3,Adalar,3,Maden,1750000,3.0,Kombi
796,115,6,Şişli,4,Cumhuriyet,875000,3.0,Kombi
798,160,5,Şile,5,Çavuş,510000,4.0,Kombi
799,101,8,Başakşehir,0,Başakşehir,750000,4.0,Merkezi
800,85,3,Şişli,3,Mecidiyeköy,485000,3.0,Kombi
801,180,15,Kadıköy,11,Göztepe,3750000,5.0,Kombi
802,110,5,Maltepe,0,Küçükyalı,360000,3.0,Kombi
803,65,4,Zeytinburnu,-1,Veliefendi,170000,121.0,Rare
804,55,3,Şişli,0,Mecidiyeköy,345000,2.0,Kombi
805,150,4,Bahçelievler,4,Yenibosna Merkez,620000,5.0,Kombi
806,175,4,Eyüpsultan,4,Yeşilpınar,885000,5.0,Kombi
807,65,5,Şişli,0,Mecidiyeköy,485000,2.0,Kombi
808,95,5,Sultangazi,2,Malkoçoğlu,385000,3.0,Kombi
809,110,5,Gaziosmanpaşa,2,Karadeniz,310000,3.0,Rare
810,115,6,Bahçelievler,6,Bahçelievler,495000,3.0,Kombi
811,170,5,Beşiktaş,3,Mecidiye,4750000,4.0,Merkezi
813,145,13,Kadıköy,11,Fenerbahçe,3350000,4.0,Merkezi (Pay Ölçer)
814,110,5,Esenyurt,2,Güzelyurt,359000,3.0,Kombi
815,75,5,Beşiktaş,1,Konaklar,440000,2.0,Kombi
816,115,5,Bahçelievler,2,Siyavuşpaşa,980000,4.0,Kombi
817,195,4,Küçükçekmece,3,Cumhuriyet,935000,6.0,Rare
818,155,11,Kadıköy,10,Fenerbahçe,3950000,4.0,Merkezi (Pay Ölçer)
819,80,5,Beyoğlu,2,Firuzağa,640000,3.0,Kombi
820,98,5,Beşiktaş,0,Levazım,1250000,3.0,Merkezi
821,145,6,Beylikdüzü,3,Gürpınar,374000,4.0,Kombi
822,110,5,Beylikdüzü,0,Adnan Kahveci,475000,3.0,Kombi
823,120,4,Bahçelievler,3,Yenibosna Merkez,618000,4.0,Kombi
824,85,5,Bayrampaşa,2,Altıntepsi,330000,3.0,Kombi
825,300,2,Adalar,0,Kınalıada,5200000,5.0,Kombi
826,90,10,Eyüpsultan,8,Çırçır,495000,3.0,Merkezi
827,115,4,Bahçelievler,0,Siyavuşpaşa,345000,4.0,Kombi
828,140,3,Üsküdar,2,Beylerbeyi,4500000,4.0,Kombi
829,100,5,Küçükçekmece,0,Cennet,245000,3.0,Kombi
830,235,7,Pendik,7,Batı,3550000,7.0,Merkezi
831,115,5,Beşiktaş,4,Dikilitaş,870000,4.0,Kombi
832,85,3,Beyoğlu,2,Cihangir,1850000,2.0,Kombi
833,170,20,Beşiktaş,16,Levazım,10000000,3.0,Merkezi
834,90,3,Büyükçekmece,2,Fatih,550000,3.0,Kombi
835,105,4,Beylikdüzü,1,Cumhuriyet,235000,3.0,Kombi
836,100,4,Küçükçekmece,2,Halkalı Merkez,540000,3.0,Kombi
837,90,6,Kağıthane,3,Seyrantepe,535000,3.0,Kombi
838,90,6,Kağıthane,4,Emniyet Evleri,885000,3.0,Kombi
839,175,33,Sarıyer,4,Maslak,3350000,4.0,Merkezi
840,80,6,Şişli,3,19 Mayıs,490000,3.0,Kombi
841,105,4,Beylikdüzü,2,Cumhuriyet,219000,3.0,Kombi
842,110,4,Şişli,0,Eskişehir,430000,4.0,Kombi
843,95,5,Gaziosmanpaşa,-1,Karadeniz,245000,3.0,Kombi
844,120,9,Avcılar,9,Cihangir,332000,4.0,Kombi
845,270,4,Bahçelievler,4,Bahçelievler,2950000,8.0,Kombi
846,85,5,Bahçelievler,0,Soğanlı,270000,3.0,Kombi
847,115,5,Sultangazi,2,Zübeyde Hanım,395000,3.0,Kombi
848,250,5,Üsküdar,1,Sultantepe,4675000,5.0,Merkezi
849,165,5,Sarıyer,0,Yeniköy,5500000,5.0,Merkezi
850,85,6,Beşiktaş,6,Sinanpaşa,560000,2.0,Kombi
851,75,5,Avcılar,0,Mustafa Kemal Paşa,330000,2.0,Kombi
852,142,23,Beşiktaş,11,Dikilitaş,4200000,3.0,Merkezi
853,205,13,Beylikdüzü,5,Adnan Kahveci,1300000,4.0,Kombi
854,180,18,Beşiktaş,6,Levazım,12800000,3.0,Merkezi (Pay Ölçer)
855,160,4,Bahçelievler,4,Bahçelievler,1250000,4.0,Kombi
856,130,6,Bahçelievler,4,Siyavuşpaşa,785000,4.0,Kombi
857,100,4,Küçükçekmece,-2,Cennet,690000,3.0,Kombi
858,120,14,Zeytinburnu,8,Sümer,483000,4.0,Kombi
859,120,5,Bahçelievler,4,Soğanlı,470000,4.0,Kombi
860,110,4,Esenyurt,2,Güzelyurt,279000,3.0,Kombi
863,150,16,Kadıköy,12,Göztepe,3450000,4.0,Merkezi (Pay Ölçer)
864,130,4,Zeytinburnu,2,Yenidoğan,950000,4.0,Kombi
